id_n;gender;img_name;morph_level;resp_happy;RT
1;0;Fig_1.png;1;1;1,211234781641202
1;0;Fig_1.png;1;1;1,033424097853049
1;0;Fig_1.png;1;1;0,660292807080133
1;0;Fig_1.png;1;1;1,438103741198743
1;0;Fig_1.png;1;1;1,182065838949540
1;0;Fig_2.png;2;1;1,612566208233061
1;0;Fig_2.png;2;1;0,634337392636044
1;0;Fig_2.png;2;1;1,174946905399680
1;0;Fig_2.png;2;1;0,802887669590272
1;0;Fig_2.png;2;1;1,850951626084528
1;0;Fig_3.png;3;1;1,480159015568730
1;0;Fig_3.png;3;1;0,869082431041553
1;0;Fig_3.png;3;1;0,902773553952593
1;0;Fig_3.png;3;1;2,018145350930978
1;0;Fig_3.png;3;1;2,403186420568917
1;0;Fig_4.png;4;1;1,314235290055227
1;0;Fig_4.png;4;0;1,623559524847738
1;0;Fig_4.png;4;1;0,972625059553809
1;0;Fig_4.png;4;1;0,847506174159653
1;0;Fig_4.png;4;1;0,863605211527624
1;0;Fig_5.png;5;1;1,426357052656163
1;0;Fig_5.png;5;1;0,876249866572875
1;0;Fig_5.png;5;1;0,854074761888214
1;0;Fig_5.png;5;1;0,929906305724547
1;0;Fig_5.png;5;1;0,966556743537674
1;0;Fig_6.png;6;1;0,846102632936750
1;0;Fig_6.png;6;1;0,717169866084105
1;0;Fig_6.png;6;1;0,854793741776070
1;0;Fig_6.png;6;0;2,204651769617307
1;0;Fig_6.png;6;1;1,482608885082251
1;0;Fig_7.png;7;1;1,291449857121570
1;0;Fig_7.png;7;1;2,592807376599706
1;0;Fig_7.png;7;0;1,136087189619018
1;0;Fig_7.png;7;0;0,619986932875364
1;0;Fig_7.png;7;1;1,892402776685360
1;0;Fig_8.png;8;1;1,563386912810803
1;0;Fig_8.png;8;0;0,674032178106404
1;0;Fig_8.png;8;1;1,142590870508218
1;0;Fig_8.png;8;1;1,178573292651739
1;0;Fig_8.png;8;1;1,530408711933914
1;0;Fig_9.png;9;0;1,678654914315689
1;0;Fig_9.png;9;1;1,462460887085283
1;0;Fig_9.png;9;1;0,581501373009753
1;0;Fig_9.png;9;1;0,980602580728925
1;0;Fig_9.png;9;0;0,707915694999510
1;0;Fig_10.png;10;1;0,752579197401624
1;0;Fig_10.png;10;1;0,724433345016663
1;0;Fig_10.png;10;0;0,662978771990800
1;0;Fig_10.png;10;0;1,282434243527357
1;0;Fig_10.png;10;1;2,527842677356486
1;0;Fig_11.png;11;0;1,627140756297475
1;0;Fig_11.png;11;0;0,758406563256010
1;0;Fig_11.png;11;0;0,797560464390191
1;0;Fig_11.png;11;1;1,117813211915426
1;0;Fig_11.png;11;0;1,322691878433648
1;0;Fig_12.png;12;1;0,543293000852804
1;0;Fig_12.png;12;0;0,405481835748029
1;0;Fig_12.png;12;1;0,762133496097518
1;0;Fig_12.png;12;0;2,128148019983682
1;0;Fig_12.png;12;0;1,071309409710838
1;0;Fig_13.png;13;0;1,732244100414657
1;0;Fig_13.png;13;1;1,059540528928339
1;0;Fig_13.png;13;0;1,656978494337737
1;0;Fig_13.png;13;0;0,906875014829436
1;0;Fig_13.png;13;0;1,123499668936704
1;0;Fig_14.png;14;0;0,817861778145192
1;0;Fig_14.png;14;0;0,769467842074848
1;0;Fig_14.png;14;0;1,057410066694792
1;0;Fig_14.png;14;0;0,865375853882025
1;0;Fig_14.png;14;0;1,476009633248373
1;0;Fig_15.png;15;0;2,291477303234763
1;0;Fig_15.png;15;0;1,108488736967137
1;0;Fig_15.png;15;0;0,925588238794102
1;0;Fig_15.png;15;0;0,586239119376646
1;0;Fig_15.png;15;0;0,529974491144036
1;0;Fig_16.png;16;0;0,411609445829082
1;0;Fig_16.png;16;0;0,843526752182456
1;0;Fig_16.png;16;0;1,263128809608059
1;0;Fig_16.png;16;0;0,528888209106615
1;0;Fig_16.png;16;0;0,925904994123156
1;0;Fig_17.png;17;0;1,323949003452507
1;0;Fig_17.png;17;0;1,353491244277012
1;0;Fig_17.png;17;0;1,133994163088619
1;0;Fig_17.png;17;0;1,988716829722411
1;0;Fig_17.png;17;0;0,856378976172248
1;0;Fig_18.png;18;0;1,080670128065687
1;0;Fig_18.png;18;0;0,800532868111363
1;0;Fig_18.png;18;0;0,787448822497694
1;0;Fig_18.png;18;0;2,510466919772635
1;0;Fig_18.png;18;0;1,321445780493426
1;0;Fig_19.png;19;0;3,068795193164243
1;0;Fig_19.png;19;0;1,182060239043216
1;0;Fig_19.png;19;0;0,925883627940404
1;0;Fig_19.png;19;0;0,881482698341949
1;0;Fig_19.png;19;0;1,087820133671874
1;0;Fig_20.png;20;0;0,989776213315296
1;0;Fig_20.png;20;0;0,587029832122223
1;0;Fig_20.png;20;0;1,093153849859552
1;0;Fig_20.png;20;0;1,073223449919026
1;0;Fig_20.png;20;0;1,830075532313219
1;0;Fig_21.png;21;0;0,537425006594123
1;0;Fig_21.png;21;0;1,348917332211147
1;0;Fig_21.png;21;0;0,516915479795884
1;0;Fig_21.png;21;0;1,019113731168982
1;0;Fig_21.png;21;0;0,675830697403103
